text,label
ayo bu bu risma ,1
merangkai bu data ,1
risma sabangmeurake miangaspulau ,0
pejabat lho sm rakyat ,0
semoga anies lindungan allah aamiin ,2
anis uang lebihkalau iya kocekkalau salah ,0
diberibantuan iya bu makan karyawan bantuan bu ,1
motor ngemis nya kaya tinggal cari nya bertahan kasih allah iya ngemis ,1
alhamdulillah hidup layak orang orang orang orang alhamdulillah lihat channel nasi ,2
bu iya beres komen ,0
anies anies akn orang ,1
dki autopilot pusat ,0
dki atur biar data ganda biar si gubernur ,0
aneh menjabat ,0
anies risma ,1
lurah camat daerah iya sih gubernur dki data warganya tua cari ,1
susah pejabat ,0
sang gubernur covid aje ,0
bongkar bu mensos pelanggaran dana bansos dki sasaran ,1
bahas dana bansos negara bansos dki dki bansos data orang bansos dki pemerintah kali ,1
dki perbaikan data40 ,0
bu risma rakyat jakarta anis rumah nya ,0
gubris bu arabmaklumi sajaa ,1
anis malang kadhak malang kadhak ,1
otak gubernur dki bu kebanyakan otak manusia normal iya bu nya bansos dki jakarta ,0
aahh ,0
jenius mengendalikan fikiran manusia otak ,0
bansos iya korupsi mensos hahaha ,0
wew kaya film tertawa tinggak aktifin biar kaya lucy ,1
iya maling petugas partai ,0
disana koplak koplak ,0
data ganda bank wakaka ,1
anis merangkai kataklw weey ,0
iya surat tertawa belanja milyar ,0
google dudut pemerintah daerah dki m ,1
risma menjabat mentri ,0
iya warga dki pingin data blepotan ,0
anis suratin bu risma aneh ,0
bu data2 daerah bu ,1
anis gubernur risma mentri menerima bansos bansos partai ,1
si data sampah ,0
sprtinya risma g ,0
mensos data dki dki dki lihat akn ,1
bikin ,1
dengar warga dki main bansos ,1
anis salah salah orang angel ,0
dki ,1
bansos data2 layak datanya makan ,1
maaf bu langsung nya nya nya sasaran ,2
sasaran ,1
pantau langsung biar mafia nyakarena banget manfaatin situsai buktinya ko ,2
bansos kjp usia ,0
anis anis anis ,0
iya saudara anies e ,0
mohon bantuan nya mentri bank dki butuh tolong dki butuh ,2
gubernur nya covid bu ,0
data tim tim jakarta abut ,0
kemarin ko iya ,0
data koar2ank buahnya peintah ,0
iya bingung data desa desa kabupaten kabupaten kota pekerja pns ,0
ngandelin pemerintah warga indonesia menjabat iya gunanya ,1
kemarin gara2 gelandangan ,0
dana bansos korupsi partai merah bu partai partai ,0
bansos terlambat pemerintah daerah indonesia terlambat data pemerintah pusat pusat data nya ,1
sembilan bahan pokok sembilan bahan pokok tunai daerah ,1
wartawan tv swasta lancar tv parlemen raker dpr pemaparan tertatih tatih pemaparannya ,0
bansos dki kemarin kemarin bansos pemerintah provinsi dki ,0
bu gubernur nya data warganya ribet gubernur warganya nya ,0
pemerintah provinsi dki by nya ,0
nonton panggung serang makan ,0
ganda berhsil b risma b risma berhsil uang rakyat bravo b ,2
data ganda salah sasaran ,1
risma harini data dki bansos dki datanya pejabat gubernur bansos risma harini data bansos pejabatnya indonesia ,1
cek rt ,1
cari perhatian ginilah akibatnya sm menteri ,1
data desa validasi data pemerintah daerah kementrian desa ,0
bu ojeg pangkalan bansos ,1
anis bu risma dki data ganda perbaikan anis melemparkan kemensos ,1
warga nya bantuan pemerintah ,1
gubernur ,0
merugikan negara negara ,0
kowar kowar sih jateng sasaran bu ,0
uang banget hedeurl salah jakarta ,0
kasih ,1
ragunan perbaikan data saudara ,0
dki mensos indonesia ,0
komen calon2 komisaris bumn ,0
pemerintah daerah dki sllu cari kambing orang ,0
bansos ,0
dki beda jaman ahok ,0
kesalahan anis mantap anis ,0
ayo drun ,0
cari celah sllu sllu anies dki bny carut marut data penerima bansos bny salah sasaran ,0
kalu bu bu ,0
hidup ,2
deh mensos gara2 gab data warganya akibat gab ,0
sih salah kalu daerah bohongin rakyat bohongin ,0
yaelahh berantem data ribut2 rapatin ribut2 ricuh bantuan ,0
main biar pejabat makan uang ,1
bu risma pekerja ,1
daerah bansos ,1
dki daerah ,1
anies pns dimarahin anis ahok pekerja dimarahin ,0
bu mentri tolong pensiunan indonesia pensiunan cuma ,2
rakyat nya bongkar pasang merata bansos nya ko ,0
udahlah hapus bansos masalh subsidi listrik rumah tangga ,0
bu risma amanahjadi menteri amanahjadi ,2
setuju ,1
mentri iya gubernur ,1
jakarta cengeng ,1
cengeng ,1
korupsi ,0
maaf menata bu risma menata ,2
iya si ,1
dana bansos jalan jalan warga dki ,0
risma jakarta media jawa jakarta sih bu jakarta ,1
data untk bantuan warga dki amburadul data ganda orang ,0
anis anis salah kebijakan warga jakarta mayat ,0
beres ,0
risma jakarta ngobok ngobok alias pencitraan gelandangan kemarin pencitraan cari celah obok obok semangat ,0
kabar anak rantauapakah bantuan ,1
bu risma suka kinerja ,2
maling maling terindikasi maling maling maling kebanyakan pemerintah indonesia angel angel angel wess ,0
iya musik ,1
juliari anies tahunya maling bansos ,0
anis risma data ganda gila banget rumah bantuan ,0
carmuk seolah2 ,0
dana sosial data ganda bukanya kelurahan gunanya kelurahan kelurahan merepotkan bongkar runtuhkan pertahanan sipil ,0
hahaha data ganda ,1
g bu ,1
dki pejabat ,0
anis berganda ,0
makan buta ,0
dki dki ragunan warga dki jakarta jakarta datanya ganda maklum ,1
pandemi data giliran bansos sembilan bahan pokok pengurus warga biaya beli beli sembilan bahan pokok bansos rt sehat cari ,1
ganda bantuan ,2
bu risma bansos sasaran anak terima kasih bansos ,1
teross ,1
bansos tunai ,1
anies gubernur lembaga riset sosial terkenal mengecewakan gubernur memimpin jakarta data kualitas sosial orang riset riset mengecewakan ,0
data ganda bansos ,0
kemensos bikin data perbaikan daerah bahan perbaikan data pusat data ppkm pkm pkm pkm ,1
statistik daerah data ,2
penerima ,1
covid dki ,1
bu mentri bansos ,2
data cari cari media ,2
anis bikin media sensi ,1
to sensi ,1
sayang ,0
anis masyarakat makan belanja makan kasih ahok kebijakan nya ,0
anis disalahin korupsi bansos disalahin korupsi kemarin juliari ,0
bosan anies banget lihat formula e m kritik ,0
juliari gab data blepotan ,0
petugas partai ,0
bantuan sya orang kaya ,0
bu bank nya dki bantuan nya bu terima kasih ,1
bu risma bu risma anies ,2
foto kakak ,1
anies warganya drama ,0
negara data warganya ,0
pemerintah kota pemerintah daerah pusat dana gede ,0
gurunya bu gurunya disuruh anies anies modal surat iya tolong pantau dirumah dirumah cari uang sembilan bahan pokok main ,0
data bansos merata data ,1
warga seiman pemerintah daerah dki data warga warga dki smart ,0
oh iya ayo bikin data dinsos capil statistik iya gubernur ngurusin ayo ,2
mohon ijin bansos ,1
desa lurah data nya kasih kemensos ,1
penduduk dki korban alias bodoh pilihan orang berpikir seiman ,0
anies tertawa ,0
to bu rismaanis orang dki loo alias plongah plongoo ,0
kabarnya ,1
gubernur salah bu jakarta ,0
peyan budanax golongan peyan mentri ,0
kouta iya deh kemana2 gab bikin warganya gara2 data ,0
nya dki bu ,1
uang bansos si juliari iya ,1
indonesia dki jawa ,1
risma suka bikin ,0
yaa dibuka mensos negara penduduknya data gubernur pencitraan ,0
atur uang negara rakyat ,0
ganda cek nge data data nya bu nya bank rakyat lihat tersalurkan mohon indonesia ,2
carut marut data bansos dki ,0
pejabat g update data maju iya ,0
anis pemain pemain ganda ,1
anis gx anak iya amburadul gubernur ,0
dana bansos kelurahan belendung benda tolong diselidiki bu kota rt003 anak yatim piatu tiada menerima bansos menteri ,1
cuma main drama ,0
daerah data ganda update data harapan korupsi bansos bansos by name by pemerintah pusat ,0
dki bu jateng sasaran datanya perbaikan ,0
sasaran mensos nya ,1
data mencari dki ,1
suka cerita ,1
kabupaten subang ,1
semoga anis datanya smart akal korupsi pemerintah provinsi dki ,0
anis aniss salah google terkenal gubernur tergoblkhadeehh warga dki ,0
pilihan ,1
jakarta ,1
korupsi dki warganya ,0
bansos merata bansos orng bansos orng cuma bu ,0
lempar orang ,1
piye to bu perbaikan data ganda anak data ganda iya ,1
anies salah pusat ,0
anis menteri g g ,0
jng cuma klaim covid mu masyarakat ,0
datanya warga dki dana bantuan ,0
dki anies kota negara ,0
komen orang pendidikan iya ,1
bu isi ,0
nyuratin bodoh berani2nya nyuratin main nyuratin ajaternyata nampar ,0
engk sok engk beres ,0
data bansos daerah dinsos capil statistik sih dinsos drama iya ,0
iya bu ,0
nyusun ,0
warga pemerintah daerah ,1
ayo serang anis puji2 risma diem2 baek iya ,0
anis kayak ,0
anies cocok gubernur cocok nya bagus ,0
si anies anies korupsi korupsi jakarta ,0
kebanyakan bansos salah sasaran ,0
penrh dpat sakali ,1
anies korupsi rakyat jakarta nya korupsi gubernur uang uang uang proyek2 ,0
risma oh risma orang surat menteri sok dki cari panggung risma iya risma salah dki ,0
semangat bu risma bu risma ,2
komen komen nya bu bantuan orang kasih kasih allah ,2
sih nis anak nis mati indonesia dki ,0
bu risma jakarta amburadul data ny bansos kasih gila rt ,1
dt salah uang orang bantuan ,1
anis nyusun g warganya g nis ,0
gubernur dki ,0
mnk ditmpat disitu bntuantu menteri sk mrah2 ,0
data amburadul x disuruh surat dki nya sm orang ,0
data dki jakarta amburadul ,0
haa haa jakarta ,2
whaatt ,0
datanya dicurigai bnr data bantuan ganda data ,1
amburadul datanya deh datanya data data orang ,0
a desa ,0
risma dki carmuk jaman ,0
risma cari pamor jalarta ,0
iya data pemdapemkot bantuan sosial data pemdapemkot data salah sosial ngurusin rakyat otaknya ,0
gubernur ny panggung pandemi datanya ,0
dki gubernur nya terima beres gubernur ,0
bukrismablankkanajadulu dana bamsostruzz data ulang ,1
dki seharusx pionir gubernur dki mengolah data ,0
sampean g takutnya ,1
ragunan warganya covid e lihat mati ragunan ,0
dki orang dki dki ,1
dki anis klaim ,0
anis kjp ,0
orang gubernur dki jaman jaman anies jaman ,0
anies utuk c ,2
tinggal butuh ,1
piaraan anis piaraan iya menjilat menjilat menjilat ,0
kliatan layak dki sok nyapres nya iso mu ,0
anis beres salah orang ,0
anies gila ngurusin warga jakarta pencitraan nyapres mayat warga dki jakarta ,0
dki ambyarr ,0
nyalon x gubernur dki ,0
muter muter dibuka ,0
wess ,0
perbaikan data dki persen persen ,0
pencitraan data sampah gaya2an nyuratin risma ngecek data sampah membereskan pencitraan nyuratin koplak tertawa hahaha mantaapp bu ,0
rismahaha tertawa audit pencitraan mulaicamera actionmaka jambatan orang tua untul kasak kusuk jakarta benci ,0
daerah iya ,1
data ganda jaman si lapor lapor cuma validasi hapus data nya tugas penerima bansos provinsi tugas provinsi data pusat provinsi kelar ganda dobel data pusat provinsi dobel sah sah nya isi surat ,0
orang jakarta ,0
anies orang otak gubernur ,0
mohon data penerima bansos kelurahan warga masyarakat bantuan kelurahan pejabat kelurahan masyarakat memilihnya bansos nya ,0
jakarta bu ,1
anis kebanyakan anis bosan ,0
bu risma the sehat ,2
gubernur dki jakarta ,0
biar g risma sm anies sm nya risma ,0
gubernur mencari ,0
pya bank dki pdahal dpet ny pjangan ympek april dpet dpet ny dmna plian dpet skarang ,0
pencitraan bu maklum ,0
memsos dki surat mensos a dki rp setruk susah mensos pilihan memsos tebang rt lurah tebang mohon ,0
rt m lurah mensos dki jaktim mohon terima kasih maaf setruk mohon bantuan nya gubernur dki maaf sopan rt kelurahan jatinegara dki jakarta nya ikan ,0
anis anis ,0
bu risma kelurahan timur bantuan cek status nya mohon tertulis data sosial iya bu cek status data terpadu foto dt foto cek data terpadu tertulis tahap menerima pengurus tolong ,1
maaf data iya bu ,0
beda kelas risma risma menerima ,1
dki nya biisa hehejanji nya realisasikan korupsi ,0
pantau ,0
perrtemukan rima slu sm anies ,0
sih nya ,0
calon gubernur dki ,2
lampir ,0
lampir kota ,0
by name by by name by nik ,0
anis lho ,0
aneh gubernur data data penerima bansos pemerintah daerah nya eeh data data ganda kemensos kemensos bansos jalan nya bansos pemerintah daerah daerah data data nya menerima bansos data data ganda kemensos ,0
memimpin provinsi ,0
memimpin indonesia saudara ,0
iya sih berjubel ,0
pemerintah daerah dki gubernur nya nyiyir iya ,0
langsung rakyat data rakyat deh data data nya nya nya negara rakyat ,0
membantu butuh data layak dasarnya data ,0
nyapres negara ,0
bodoh lulusan sosiologi lulusan manipulasi tahunya proyek2 sampah uang negara berpikir rakyat rakyat sosiologi tolong orang gelar phd seolah2 si bodoh orang gelar phd sosiologi jadikan pencitraan phd orang berpikir ,0
anis cari ,0
indonesia bu lindungan swt ,2
iya cari ,1
lho kasih ,0
nya biar ,0
drama suka mencari masyarakat media profesional nya merah ,0
data tny lh rt kelurah langsung gubernur si jls mentri ,0
ayo drun maju drun ,0
tai nya orang tai ny nya ,0
kritik bu risma lurah rakyat bikin rakyat sok anis ,0
formula deh ,0
lurah ,0
data ganda penerima terimagimana kaya teman partaimu ,0
penjilat pemerintah ,0
risma kecerobohan kemensos ,0
seiman saudara ,0
warga daerah yaa pemerintah daerah salah si ,0
sindiran deh kasih kesalahan data sok kaya orang dki jakarta partai masyarakat kasih data ganda sindiran partai korupsi ,0
petugas daerah uang biaya orang penerima bansos bu risma ,0
media sah media ,0
sikatt ,0
anies jenius iya orang lihat indonesia ,2
akibat salah pilihan warga jakarta memilihnya warga jakarta sayang jakarta kinerja rakyat mendukung nya nyapres buta mendukung orang orang masyarakat akibat kesalahan salah ,0
mentri nya bantuan pandemi bantuan kemarin ,1
cari ,0
emberr ,0
risma terkenal cari ,0
anis gubernur sumbangan dutabesar ,0
beritanya trend anis turunkota kota cek risma sombongkatanya kota kota jawa kota jawa barat kota kota cek anis harmonis ,0
kota jateng gubernur mensos beda anis anis mensos anis suratin dutabesar sumbangan ,0
maunya pejabat menerima dana manipulasi penjara ,0
mati maling uang rakyat kesusahankesulitan akibat pandemi covid ,0
th banding kayak th banget iya indonesia ,0
massa tahananmana korupsi nya gede m ,0
cita cita ,0
iya pejabat pejabat rakyat korupsi ,2
saudara orang kayak cuma broh lihat saudara saudara ,1
nya indonesia indonesia ,2
iya tahanan maling tv duitnya langsung kaya pingin korupsi ,0
bagus cita cita iya jadikan kaya ,0
semoga efek pejabat ,0
oh uang mati ,0
mati nuraninya disaat rakyat pandemi korupsi dana bansos ,0
orang partai ,0
rakyat susah mati hartanya ,0
semoga sang aman ,0
rakyat maunya korupsi mati ,0
menteri pejabat negara korupsi pandemi mati ,0
janjinya mati ,0
perampok uang negara kapok ,0
indonesia ,0
artidjo alkostar hukumanya ,2
pikir pikir terima banding maling uang bansos ,0
tinggal tahanan ,0
dadakan ,0
uang orang susah embat ,0
indonesia penjara ,0
g g mati ,0
penjara seumur hidup ,0
mati penjara seumur penjara tv penjara v ,0
pemerintah orang rakus kayak orang bansos ,0
tahanan iya maling ,0
bedalah kelas teri kelas kakap ixixii ,1
nya nya ,0
si kontl ,0
tamu istimewa saudara uang haram ,1
pejabat mentri partai ,1
pt kayak ,1
mati indonesia ,0
maling maling maling maling ,1
kurangi kurangi kurangi tugas korupsi terima kasih nya adik ,2
uang rakya rakyat cuma th banget tahanan ,1
semoga kaya ,2
bedaa penmpilan maling kelas kakap maling motor ,1
orang kaya korupsitamak ,0
pemerintah korupsi bansos pandemi matimaaf denger nya ,1
iya rakyat ,1
p l p ,1
rakyat ,0
ngerap tertawa ,1
ngerap ,1
masha allah teganya rakyat dikorop nya perbuatan mengulangi nya rakyat ,0
cuma menyebabkan orang mati orang mati merugikan rakyat ,0
korupsi bansos biar ,0
janjinya mati pejabat korupsi pandemi pemerintah ,0
dengar ,1
mati ,0
pejabat rakyat pejabat uang korupsi ,0
uangmu negara suka tertawa ,1
tinggal negara to ,1
to yaadimana top nya gaesswkwkwkw sa ae luu ,1
mensos rakooes bansos pool alias sih seumur hidup mati ,0
korupsi generasi generasi iya korupsi menyebabkan masyarakat penjara ,0
tolong lembaga ,0
bela partai ,0
mati eeh biar ,0
biar warga negara indonesia negara anggap negara susah ,1
pingin dengar kabar mati kemarin dengar kabar wacana mati kejahatan korupsi pandemi lipstik belaka ,0
duhukum mati ,0
nya maklum banding ,1
indonesia maju mati maling uang rakyat susah ,1
juliari terima banding terima cuma maaf orang ,1
korupsi dana covid mati ,1
bansos mati berbohong ehmalah matikan ,1
gakk gakk korupsi ,1
this the ,1
rakyat masyarakat indonesia iso mati orang kayak ,0
mati mati korupsi pandemi ,0
maling maling maling ,0
negara negara banget indonesia korupsi negara biar kaya lobi lobi otak kambing ,0
mati nya mati ,1
korupsi dana mati pejabat uang kayak film ,0
kasih cuma rakyat ,1
hrsnyahukuman matibiar kapokbukan berjalanmaksud ialahnanti dipotong2 anggap enteng ,0
th pejabat negara ,1
hidup efek ,0
nya iya kaya astaga lho orang2 carut marut iya manusia tamak berkecukupan korupsi pedih ,0
banget korupsi bansos ,1
kenakan uang koruppnya mati biar negara ,0
online sinyal ,1
pemerintah rakyat korupsi uang rakyat mati seumur ,0
orang negara mati ,1
seharusa foting rakyat kasiahan maling salam ,1
susah korupsi ,1
gx kayak kayak sampah ,0
korupsi hy mati seumur hidup biar pejabat korupsi hy segitu pejabat korupsi ,1
keceh duwet ngrugeke rakyat negaradimasa pandemi layak mati ,0
mati disaat rakyat pandemi covid bantuan pemerintah nya uang nuraninya sang menteri pemerintah mati akibat ,0
rakyat ujung ujung nya kali th lihat ,1
banget anak ,1
semoga korupsi bansos sembilan bahan pokok iya mentri bansos pandemi ,0
nya mati korupsi uang bansos rakyat kecilyg rela uang bansos makan ,0
kabar mati ,0
bismillah jalan suka suka sungguh allah maha ,2
penjara penjara isinya ,1
uangnya korupsi bangun lembaga ,1
mensos rakus bansos rakyat pejabat uang rakyat covid ,0
korupsi mati ,1
berbohong ,0
wey bansos uang nya ditelen orang berdasi anak tolong nya disamakan maling ,1
penjara ,1
penjara bacod korupsi uang bansos mati bacod kemarin cm berbohong ,0
nya12 setimpal si menyengsarakan rakyatsudah rakyat butuh bantuan pandemisi hatj syaiton nya merampok rakyat nya mati ,0
bumliy ,1
kompastvklwmembacaygbenersupayajelasmentang2ygkoropsipartyikuasaklw nyiarnokokkayaklaricepatdasarkompasbu ,0
mati iya ,1
juliari maling ,0
g salah bansos seumur hidup ,1
pilihan salah partai ,1
semangatt allah swt ,2
